player,year,greens,holes,cut
Maverick McNealy,2022,45,86,Bunker
Max Homa,2022,194,380,Other
Max Homa,2022,550,696,Fairway
Max Homa,2022,38,72,Bunker
Max McGreevy,2022,161,324,Other
Max McGreevy,2022,469,633,Fairway
Max McGreevy,2022,14,38,Bunker
Michael Gligic,2022,190,354,Other
Michael Gligic,2022,456,587,Fairway
Michael Gligic,2022,25,48,Bunker
Michael Thompson,2022,163,338,Other
Michael Thompson,2022,566,770,Fairway
Michael Thompson,2022,32,61,Bunker
Mito Pereira,2022,258,418,Other
Mito Pereira,2022,593,748,Fairway
Mito Pereira,2022,30,73,Bunker
Nate Lashley,2022,187,330,Other
Nate Lashley,2022,506,670,Fairway
Nate Lashley,2022,26,53,Bunker
Nick Hardy,2022,184,315,Other
Nick Hardy,2022,372,474,Fairway
Nick Hardy,2022,13,32,Bunker
Nick Taylor,2022,202,428,Other
Nick Taylor,2022,556,707,Fairway
Nick Taylor,2022,42,78,Bunker
Nick Watney,2022,244,436,Other
Nick Watney,2022,448,568,Fairway
Nick Watney,2022,31,53,Bunker
Pat Perez,2022,165,312,Other
Pat Perez,2022,369,504,Fairway
Pat Perez,2022,16,37,Bunker
Patrick Cantlay,2022,190,328,Other
Patrick Cantlay,2022,473,581,Fairway
Patrick Cantlay,2022,16,50,Bunker
Patrick Reed,2022,170,356,Other
Patrick Reed,2022,436,583,Fairway
Patrick Reed,2022,23,45,Bunker
Patrick Rodgers,2022,306,511,Other
Patrick Rodgers,2022,476,601,Fairway
Patrick Rodgers,2022,23,67,Bunker
Patton Kizzire,2022,253,480,Other
Patton Kizzire,2022,540,702,Fairway
Patton Kizzire,2022,40,74,Bunker
Paul Barjon,2022,200,358,Other
Paul Barjon,2022,440,577,Fairway
Paul Barjon,2022,19,46,Bunker
Peter Malnati,2022,276,552,Other
Peter Malnati,2022,608,788,Fairway
Peter Malnati,2022,43,87,Bunker
Richy Werenski,2022,176,346,Other
Richy Werenski,2022,359,489,Fairway
Richy Werenski,2022,16,36,Bunker
Rickie Fowler,2022,155,364,Other
Rickie Fowler,2022,439,571,Fairway
Rickie Fowler,2022,19,51,Bunker
Robert Streb,2022,205,394,Other
Robert Streb,2022,507,681,Fairway
Robert Streb,2022,27,67,Bunker
Roger Sloan,2022,194,394,Other
Roger Sloan,2022,439,586,Fairway
Roger Sloan,2022,16,30,Bunker
Rory McIlroy,2022,186,320,Other
Rory McIlroy,2022,398,490,Fairway
Rory McIlroy,2022,14,34,Bunker
Rory Sabbatini,2022,121,245,Other
Rory Sabbatini,2022,357,471,Fairway
Rory Sabbatini,2022,23,52,Bunker
Russell Henley,2022,177,320,Other
Russell Henley,2022,602,740,Fairway
Russell Henley,2022,21,36,Bunker
Russell Knox,2022,187,343,Other
Russell Knox,2022,667,825,Fairway
Russell Knox,2022,31,65,Bunker
Ryan Armour,2022,84,167,Other
Ryan Armour,2022,388,511,Fairway
Ryan Armour,2022,7,13,Bunker
Ryan Palmer,2022,202,356,Other
Ryan Palmer,2022,396,525,Fairway
Ryan Palmer,2022,20,44,Bunker
S.Y. Noh,2022,224,394,Other
S.Y. Noh,2022,347,438,Fairway
S.Y. Noh,2022,21,39,Bunker
Sahith Theegala,2022,355,627,Other
Sahith Theegala,2022,665,850,Fairway
Sahith Theegala,2022,46,96,Bunker
Sam Burns,2022,223,434,Other
Sam Burns,2022,521,618,Fairway
Sam Burns,2022,31,64,Bunker
Sam Ryder,2022,205,411,Other
Sam Ryder,2022,565,730,Fairway
Sam Ryder,2022,39,81,Bunker
Satoshi Kodaira,2022,88,175,Other
Satoshi Kodaira,2022,372,506,Fairway
Satoshi Kodaira,2022,14,23,Bunker
Scott Gutschewski,2022,162,289,Other
Scott Gutschewski,2022,364,458,Fairway
Scott Gutschewski,2022,15,32,Bunker
Scott Piercy,2022,184,400,Other
Scott Piercy,2022,449,603,Fairway
Scott Piercy,2022,23,60,Bunker
Scott Stallings,2022,284,532,Other
Scott Stallings,2022,576,730,Fairway
Scott Stallings,2022,30,71,Bunker
Scottie Scheffler,2022,227,399,Other
Scottie Scheffler,2022,592,704,Fairway
Scottie Scheffler,2022,42,71,Bunker
Seamus Power,2022,208,367,Other
Seamus Power,2022,542,678,Fairway
Seamus Power,2022,27,52,Bunker
Sebastián Muñoz,2022,195,369,Other
Sebastián Muñoz,2022,556,716,Fairway
Sebastián Muñoz,2022,37,69,Bunker
Sepp Straka,2022,245,476,Other
Sepp Straka,2022,646,819,Fairway
Sepp Straka,2022,36,73,Bunker
Seth Reeves,2022,207,345,Other
Seth Reeves,2022,416,558,Fairway
Seth Reeves,2022,14,28,Bunker
Shane Lowry,2022,145,267,Other
Shane Lowry,2022,383,497,Fairway
Shane Lowry,2022,32,46,Bunker
Si Woo Kim,2022,211,432,Other
Si Woo Kim,2022,670,882,Fairway
Si Woo Kim,2022,37,64,Bunker
Stephan Jaeger,2022,221,448,Other
Stephan Jaeger,2022,499,670,Fairway
Stephan Jaeger,2022,29,57,Bunker
Stewart Cink,2022,211,376,Other
Stewart Cink,2022,500,643,Fairway
Stewart Cink,2022,29,56,Bunker
Sung Kang,2022,202,389,Other
Sung Kang,2022,509,674,Fairway
Sung Kang,2022,19,43,Bunker
Sungjae Im,2022,202,372,Other
Sungjae Im,2022,656,811,Fairway
Sungjae Im,2022,29,55,Bunker
Talor Gooch,2022,194,339,Other
Talor Gooch,2022,477,620,Fairway
Talor Gooch,2022,22,43,Bunker
Taylor Moore,2022,213,379,Other
Taylor Moore,2022,577,722,Fairway
Taylor Moore,2022,31,68,Bunker
Taylor Pendrith,2022,219,373,Other
Taylor Pendrith,2022,467,565,Fairway
Taylor Pendrith,2022,31,53,Bunker
Tom Hoge,2022,231,448,Other
Tom Hoge,2022,625,823,Fairway
Tom Hoge,2022,33,66,Bunker
Tommy Fleetwood,2022,142,280,Other
Tommy Fleetwood,2022,366,463,Fairway
Tommy Fleetwood,2022,20,37,Bunker
Tony Finau,2022,274,464,Other
Tony Finau,2022,571,699,Fairway
Tony Finau,2022,22,43,Bunker
Trey Mullinax,2022,252,467,Other
Trey Mullinax,2022,514,627,Fairway
Trey Mullinax,2022,17,49,Bunker
Troy Merritt,2022,176,388,Other
Troy Merritt,2022,593,807,Fairway
Troy Merritt,2022,36,66,Bunker
Tyler Duncan,2022,154,316,Other
Tyler Duncan,2022,605,782,Fairway
Tyler Duncan,2022,15,37,Bunker
Tyrrell Hatton,2022,199,367,Other
Tyrrell Hatton,2022,375,487,Fairway
Tyrrell Hatton,2022,14,38,Bunker
Vaughn Taylor,2022,113,212,Other
Vaughn Taylor,2022,377,500,Fairway
Vaughn Taylor,2022,10,22,Bunker
Viktor Hovland,2022,169,328,Other
Viktor Hovland,2022,472,610,Fairway
Viktor Hovland,2022,22,48,Bunker
Vince Whaley,2022,255,506,Other
Vince Whaley,2022,460,607,Fairway
Vince Whaley,2022,38,64,Bunker
Webb Simpson,2022,114,244,Other
Webb Simpson,2022,405,534,Fairway
Webb Simpson,2022,23,48,Bunker
Wesley Bryan,2022,138,294,Other
Wesley Bryan,2022,250,348,Fairway
Wesley Bryan,2022,12,30,Bunker
Will Zalatoris,2022,250,434,Other
Will Zalatoris,2022,504,591,Fairway
Will Zalatoris,2022,19,41,Bunker
Wyndham Clark,2022,315,579,Other
Wyndham Clark,2022,546,707,Fairway
Wyndham Clark,2022,29,57,Bunker
Xander Schauffele,2022,180,330,Other
Xander Schauffele,2022,503,627,Fairway
Xander Schauffele,2022,29,51,Bunker
Zach Johnson,2022,125,283,Other
Zach Johnson,2022,436,569,Fairway
Zach Johnson,2022,15,42,Bunker
Aaron Baddeley,2023,217,427,Other
Aaron Baddeley,2023,483,636,Fairway
Aaron Baddeley,2023,30,48,Bunker
Aaron Rai,2023,213,398,Other
Aaron Rai,2023,792,1002,Fairway
Aaron Rai,2023,29,58,Bunker
Adam Hadwin,2023,200,385,Other
Adam Hadwin,2023,604,777,Fairway
Adam Hadwin,2023,31,64,Bunker
Adam Long,2023,225,435,Other
Adam Long,2023,810,1057,Fairway
Adam Long,2023,40,79,Bunker
Adam Schenk,2023,340,639,Other
Adam Schenk,2023,736,911,Fairway
Adam Schenk,2023,57,99,Bunker
Adam Scott,2023,220,395,Other
Adam Scott,2023,396,505,Fairway
Adam Scott,2023,22,48,Bunker
Adam Svensson,2023,268,526,Other
Adam Svensson,2023,844,1083,Fairway
Adam Svensson,2023,59,89,Bunker
Akshay Bhatia,2023,216,375,Other
Akshay Bhatia,2023,596,748,Fairway
Akshay Bhatia,2023,28,47,Bunker
Alex Noren,2023,255,509,Other
Alex Noren,2023,564,700,Fairway
Alex Noren,2023,37,65,Bunker
Alex Smalley,2023,322,558,Other
Alex Smalley,2023,737,915,Fairway
Alex Smalley,2023,39,82,Bunker
Andrew Landry,2023,182,350,Other
Andrew Landry,2023,540,718,Fairway
Andrew Landry,2023,29,51,Bunker
Andrew Novak,2023,253,485,Other
Andrew Novak,2023,604,772,Fairway
Andrew Novak,2023,32,64,Bunker
Andrew Putnam,2023,250,475,Other
Andrew Putnam,2023,783,988,Fairway
Andrew Putnam,2023,39,70,Bunker
Augusto Núñez,2023,290,473,Other
Augusto Núñez,2023,515,667,Fairway
Augusto Núñez,2023,23,43,Bunker
Austin Cook,2023,192,366,Other
Austin Cook,2023,572,771,Fairway
Austin Cook,2023,20,44,Bunker
Austin Eckroat,2023,233,421,Other
Austin Eckroat,2023,659,869,Fairway
Austin Eckroat,2023,33,61,Bunker
Austin Smotherman,2023,231,471,Other
Austin Smotherman,2023,690,872,Fairway
Austin Smotherman,2023,25,51,Bunker
Beau Hossler,2023,314,555,Other
Beau Hossler,2023,680,878,Fairway
Beau Hossler,2023,52,90,Bunker
Ben Griffin,2023,361,649,Other
Ben Griffin,2023,716,924,Fairway
Ben Griffin,2023,40,76,Bunker
Ben Martin,2023,262,466,Other
Ben Martin,2023,701,893,Fairway
Ben Martin,2023,38,70,Bunker
Ben Taylor,2023,347,647,Other
Ben Taylor,2023,571,739,Fairway
Ben Taylor,2023,35,79,Bunker
Billy Horschel,2023,132,281,Other
Billy Horschel,2023,421,558,Fairway
Billy Horschel,2023,31,53,Bunker
Brandon Matthews,2023,235,414,Other
Brandon Matthews,2023,298,389,Fairway
Brandon Matthews,2023,8,18,Bunker
Brandon Wu,2023,301,569,Other
Brandon Wu,2023,800,982,Fairway
Brandon Wu,2023,14,42,Bunker
Brendon Todd,2023,195,388,Other
Brendon Todd,2023,746,991,Fairway
Brendon Todd,2023,35,80,Bunker
Brent Grant,2023,230,393,Other
Brent Grant,2023,593,745,Fairway
Brent Grant,2023,16,33,Bunker
Brian Harman,2023,179,350,Other
Brian Harman,2023,663,866,Fairway
Brian Harman,2023,41,80,Bunker
Brian Stuard,2023,167,330,Other
Brian Stuard,2023,461,659,Fairway
Brian Stuard,2023,8,30,Bunker
Brice Garnett,2023,226,390,Other
Brice Garnett,2023,623,776,Fairway
Brice Garnett,2023,14,35,Bunker
Byeong Hun An,2023,327,613,Other
Byeong Hun An,2023,592,758,Fairway
Byeong Hun An,2023,40,82,Bunker
C.T. Pan,2023,140,255,Other
C.T. Pan,2023,369,459,Fairway
C.T. Pan,2023,19,33,Bunker
Callum Tarren,2023,345,616,Other
Callum Tarren,2023,554,698,Fairway
Callum Tarren,2023,31,63,Bunker
Cam Davis,2023,267,493,Other
Cam Davis,2023,571,699,Fairway
Cam Davis,2023,31,70,Bunker
Cameron Champ,2023,221,390,Other
Cameron Champ,2023,531,646,Fairway
Cameron Champ,2023,15,42,Bunker
Cameron Percy,2023,180,315,Other
Cameron Percy,2023,466,592,Fairway
Cameron Percy,2023,12,26,Bunker
Cameron Young,2023,220,431,Other
Cameron Young,2023,579,711,Fairway
Cameron Young,2023,37,62,Bunker
Carl Yuan,2023,263,480,Other
Carl Yuan,2023,515,634,Fairway
Carl Yuan,2023,22,53,Bunker
Carson Young,2023,242,422,Other
Carson Young,2023,709,905,Fairway
Carson Young,2023,25,53,Bunker
Chad Ramey,2023,255,484,Other
Chad Ramey,2023,649,858,Fairway
Chad Ramey,2023,36,67,Bunker
Charley Hoffman,2023,247,440,Other
Charley Hoffman,2023,503,623,Fairway
Charley Hoffman,2023,24,56,Bunker
Chesson Hadley,2023,267,488,Other
Chesson Hadley,2023,612,766,Fairway
Chesson Hadley,2023,33,61,Bunker
Chez Reavie,2023,192,385,Other
Chez Reavie,2023,682,883,Fairway
Chez Reavie,2023,39,74,Bunker
Chris Kirk,2023,210,417,Other
Chris Kirk,2023,624,789,Fairway
Chris Kirk,2023,36,80,Bunker
Chris Stroud,2023,172,294,Other
Chris Stroud,2023,372,479,Fairway
Chris Stroud,2023,8,22,Bunker
Christiaan Bezuidenhout,2023,195,403,Other
Christiaan Bezuidenhout,2023,589,762,Fairway
Christiaan Bezuidenhout,2023,30,75,Bunker
Cody Gribble,2023,203,343,Other
Cody Gribble,2023,455,590,Fairway
Cody Gribble,2023,31,42,Bunker
Collin Morikawa,2023,155,305,Other
Collin Morikawa,2023,618,766,Fairway
Collin Morikawa,2023,29,55,Bunker
Corey Conners,2023,219,388,Other
Corey Conners,2023,596,738,Fairway
Corey Conners,2023,38,76,Bunker
Danny Willett,2023,156,335,Other
Danny Willett,2023,400,542,Fairway
Danny Willett,2023,33,57,Bunker
David Lingmerth,2023,163,359,Other
David Lingmerth,2023,575,816,Fairway
David Lingmerth,2023,19,43,Bunker
David Lipsky,2023,243,451,Other
David Lipsky,2023,696,900,Fairway
David Lipsky,2023,37,72,Bunker
Davis Riley,2023,255,498,Other
Davis Riley,2023,650,829,Fairway
Davis Riley,2023,43,80,Bunker
Davis Thompson,2023,241,460,Other
Davis Thompson,2023,672,808,Fairway
Davis Thompson,2023,30,70,Bunker
Denny McCarthy,2023,228,456,Other
Denny McCarthy,2023,672,853,Fairway
Denny McCarthy,2023,48,78,Bunker
Doc Redman,2023,201,354,Other
Doc Redman,2023,545,675,Fairway
Doc Redman,2023,32,56,Bunker
Doug Ghim,2023,205,368,Other
Doug Ghim,2023,710,880,Fairway
Doug Ghim,2023,25,49,Bunker
Dylan Frittelli,2023,231,514,Other
Dylan Frittelli,2023,392,507,Fairway
Dylan Frittelli,2023,28,58,Bunker
Dylan Wu,2023,304,522,Other
Dylan Wu,2023,726,888,Fairway
Dylan Wu,2023,32,59,Bunker
Emiliano Grillo,2023,274,514,Other
Emiliano Grillo,2023,741,962,Fairway
Emiliano Grillo,2023,46,92,Bunker
Eric Cole,2023,380,692,Other
Eric Cole,2023,721,947,Fairway
Eric Cole,2023,62,106,Bunker
Erik van Rooyen,2023,220,405,Other
Erik van Rooyen,2023,511,627,Fairway
Erik van Rooyen,2023,26,48,Bunker
Garrick Higgo,2023,279,531,Other
Garrick Higgo,2023,658,820,Fairway
Garrick Higgo,2023,34,81,Bunker
Gary Woodland,2023,236,428,Other
Gary Woodland,2023,527,665,Fairway
Gary Woodland,2023,24,49,Bunker
Greyson Sigg,2023,254,473,Other
Greyson Sigg,2023,709,900,Fairway
Greyson Sigg,2023,53,92,Bunker
Hank Lebioda,2023,181,314,Other
Hank Lebioda,2023,396,497,Fairway
Hank Lebioda,2023,18,36,Bunker
Harris English,2023,207,436,Other
Harris English,2023,629,838,Fairway
Harris English,2023,45,76,Bunker
Harrison Endycott,2023,217,405,Other
Harrison Endycott,2023,582,774,Fairway
Harrison Endycott,2023,31,62,Bunker
Harry Hall,2023,314,600,Other
Harry Hall,2023,618,763,Fairway
Harry Hall,2023,23,50,Bunker
Harry Higgs,2023,259,482,Other
Harry Higgs,2023,487,633,Fairway
Harry Higgs,2023,30,60,Bunker
Hayden Buckley,2023,186,349,Other
Hayden Buckley,2023,591,759,Fairway
Hayden Buckley,2023,35,58,Bunker
Henrik Norlander,2023,237,429,Other
Henrik Norlander,2023,618,788,Fairway
Henrik Norlander,2023,27,52,Bunker
Hideki Matsuyama,2023,208,410,Other
Hideki Matsuyama,2023,561,719,Fairway
Hideki Matsuyama,2023,41,79,Bunker
J.J. Spaun,2023,248,442,Other
J.J. Spaun,2023,722,907,Fairway
J.J. Spaun,2023,43,75,Bunker
J.T. Poston,2023,249,473,Other
J.T. Poston,2023,673,843,Fairway
J.T. Poston,2023,44,78,Bunker
James Hahn,2023,196,340,Other
James Hahn,2023,542,718,Fairway
James Hahn,2023,30,53,Bunker
Jason Day,2023,196,359,Other
Jason Day,2023,533,687,Fairway
Jason Day,2023,30,68,Bunker
Jason Dufner,2023,271,470,Other
Jason Dufner,2023,583,738,Fairway
Jason Dufner,2023,34,64,Bunker
Jim Herman,2023,166,325,Other
Jim Herman,2023,545,710,Fairway
Jim Herman,2023,17,42,Bunker
Jimmy Walker,2023,256,492,Other
Jimmy Walker,2023,485,624,Fairway
Jimmy Walker,2023,36,77,Bunker
Joel Dahmen,2023,213,399,Other
Joel Dahmen,2023,616,801,Fairway
Joel Dahmen,2023,34,69,Bunker
Jon Rahm,2023,202,359,Other
Jon Rahm,2023,466,571,Fairway
Jon Rahm,2023,33,60,Bunker
Jonathan Byrd,2023,155,289,Other
Jonathan Byrd,2023,386,513,Fairway
Jonathan Byrd,2023,22,35,Bunker
Jordan Spieth,2023,185,369,Other
Jordan Spieth,2023,436,570,Fairway
Jordan Spieth,2023,31,64,Bunker
Joseph Bramlett,2023,266,476,Other
Joseph Bramlett,2023,462,573,Fairway
Joseph Bramlett,2023,33,56,Bunker
Justin Lower,2023,297,549,Other
Justin Lower,2023,705,903,Fairway
Justin Lower,2023,38,69,Bunker
Justin Rose,2023,146,300,Other
Justin Rose,2023,455,591,Fairway
Justin Rose,2023,21,52,Bunker
Justin Suh,2023,258,505,Other
Justin Suh,2023,758,1001,Fairway
Justin Suh,2023,39,74,Bunker
Justin Thomas,2023,199,375,Other
Justin Thomas,2023,432,553,Fairway
Justin Thomas,2023,39,74,Bunker
K.H. Lee,2023,291,510,Other
K.H. Lee,2023,700,884,Fairway
K.H. Lee,2023,47,90,Bunker
Keegan Bradley,2023,201,400,Other
Keegan Bradley,2023,525,668,Fairway
Keegan Bradley,2023,37,74,Bunker
Keith Mitchell,2023,211,415,Other
Keith Mitchell,2023,659,825,Fairway
Keith Mitchell,2023,30,63,Bunker
Kelly Kraft,2023,205,377,Other
Kelly Kraft,2023,624,837,Fairway
Kelly Kraft,2023,18,41,Bunker
Kevin Chappell,2023,202,323,Other
Kevin Chappell,2023,330,433,Fairway
Kevin Chappell,2023,14,25,Bunker
Kevin Roy,2023,230,402,Other
Kevin Roy,2023,481,617,Fairway
Kevin Roy,2023,24,38,Bunker
Kevin Streelman,2023,249,464,Other
Kevin Streelman,2023,616,794,Fairway
Kevin Streelman,2023,27,69,Bunker
Kevin Tway,2023,331,580,Other
Kevin Tway,2023,597,740,Fairway
Kevin Tway,2023,47,87,Bunker
Kevin Yu,2023,211,345,Other
Kevin Yu,2023,493,607,Fairway
Kevin Yu,2023,18,35,Bunker
Kramer Hickok,2023,238,433,Other
Kramer Hickok,2023,685,859,Fairway
Kramer Hickok,2023,29,62,Bunker
Kurt Kitayama,2023,199,426,Other
Kurt Kitayama,2023,396,511,Fairway
Kurt Kitayama,2023,33,56,Bunker
Kyle Westmoreland,2023,320,546,Other
Kyle Westmoreland,2023,412,523,Fairway
Kyle Westmoreland,2023,15,30,Bunker
Lanto Griffin,2023,139,246,Other
Lanto Griffin,2023,397,506,Fairway
Lanto Griffin,2023,21,43,Bunker
Lee Hodges,2023,250,516,Other
Lee Hodges,2023,681,890,Fairway
Lee Hodges,2023,37,74,Bunker
Lucas Glover,2023,203,378,Other
Lucas Glover,2023,768,962,Fairway
Lucas Glover,2023,33,57,Bunker
Lucas Herbert,2023,151,332,Other
Lucas Herbert,2023,362,479,Fairway
Lucas Herbert,2023,20,47,Bunker
Ludvig Åberg,2023,122,209,Other
Ludvig Åberg,2023,379,457,Fairway
Ludvig Åberg,2023,20,32,Bunker
Luke List,2023,354,557,Other
Luke List,2023,610,755,Fairway
Luke List,2023,35,74,Bunker
MJ Daffue,2023,310,533,Other
MJ Daffue,2023,641,840,Fairway
MJ Daffue,2023,37,64,Bunker
Mackenzie Hughes,2023,255,499,Other
Mackenzie Hughes,2023,528,683,Fairway
Mackenzie Hughes,2023,18,52,Bunker
Mark Hubbard,2023,299,564,Other
Mark Hubbard,2023,769,987,Fairway
Mark Hubbard,2023,33,61,Bunker
Martin Laird,2023,195,377,Other
Martin Laird,2023,636,804,Fairway
Martin Laird,2023,19,41,Bunker
Martin Trainer,2023,189,354,Other
Martin Trainer,2023,387,497,Fairway
Martin Trainer,2023,14,30,Bunker
Matt Fitzpatrick,2023,200,374,Other
Matt Fitzpatrick,2023,442,578,Fairway
Matt Fitzpatrick,2023,31,69,Bunker
Matt Kuchar,2023,214,384,Other
Matt Kuchar,2023,627,807,Fairway
Matt Kuchar,2023,47,84,Bunker
Matt NeSmith,2023,256,465,Other
Matt NeSmith,2023,662,855,Fairway
Matt NeSmith,2023,31,53,Bunker
Matt Wallace,2023,235,474,Other
Matt Wallace,2023,486,634,Fairway
Matt Wallace,2023,26,48,Bunker
Matthias Schwab,2023,255,481,Other
Matthias Schwab,2023,675,883,Fairway
Matthias Schwab,2023,39,71,Bunker
Matti Schmid,2023,238,412,Other
Matti Schmid,2023,522,661,Fairway
Matti Schmid,2023,16,30,Bunker
Maverick McNealy,2023,153,334,Other
Maverick McNealy,2023,362,474,Fairway
Maverick McNealy,2023,30,59,Bunker
Max Homa,2023,197,399,Other
Max Homa,2023,568,723,Fairway
Max Homa,2023,40,80,Bunker
Max McGreevy,2023,240,483,Other
Max McGreevy,2023,568,758,Fairway
Max McGreevy,2023,12,40,Bunker
Michael Gligic,2023,238,445,Other
Michael Gligic,2023,407,534,Fairway
Michael Gligic,2023,17,36,Bunker
Michael Kim,2023,268,484,Other
Michael Kim,2023,609,786,Fairway
Michael Kim,2023,39,71,Bunker
Nate Lashley,2023,296,506,Other
Nate Lashley,2023,716,906,Fairway
Nate Lashley,2023,40,80,Bunker
Nick Hardy,2023,352,623,Other
Nick Hardy,2023,751,940,Fairway
Nick Hardy,2023,36,78,Bunker
Nick Taylor,2023,239,464,Other
Nick Taylor,2023,576,754,Fairway
Nick Taylor,2023,40,71,Bunker
Nick Watney,2023,248,499,Other
Nick Watney,2023,403,514,Fairway
Nick Watney,2023,21,46,Bunker
Nico Echavarria,2023,204,381,Other
Nico Echavarria,2023,486,645,Fairway
Nico Echavarria,2023,28,55,Bunker
Nicolai Hojgaard,2023,171,290,Other
Nicolai Hojgaard,2023,253,318,Fairway
Nicolai Hojgaard,2023,14,26,Bunker
Patrick Cantlay,2023,172,297,Other
Patrick Cantlay,2023,529,659,Fairway
Patrick Cantlay,2023,20,50,Bunker
Patrick Rodgers,2023,291,573,Other
Patrick Rodgers,2023,593,760,Fairway
Patrick Rodgers,2023,35,73,Bunker
Patton Kizzire,2023,265,524,Other
Patton Kizzire,2023,646,810,Fairway
Patton Kizzire,2023,32,64,Bunker
Paul Haley II,2023,190,392,Other
Paul Haley II,2023,629,841,Fairway
Paul Haley II,2023,21,46,Bunker
Peter Kuest,2023,141,231,Other
Peter Kuest,2023,334,397,Fairway
Peter Kuest,2023,9,20,Bunker
Peter Malnati,2023,290,566,Other
Peter Malnati,2023,526,683,Fairway
Peter Malnati,2023,39,74,Bunker
Richy Werenski,2023,253,524,Other
Richy Werenski,2023,613,805,Fairway
Richy Werenski,2023,29,50,Bunker
Rickie Fowler,2023,241,473,Other
Rickie Fowler,2023,629,777,Fairway
Rickie Fowler,2023,39,78,Bunker
Robby Shelton,2023,249,522,Other
Robby Shelton,2023,663,853,Fairway
Robby Shelton,2023,37,68,Bunker
Robert Streb,2023,244,434,Other
Robert Streb,2023,487,645,Fairway
Robert Streb,2023,29,53,Bunker
Rory McIlroy,2023,208,380,Other
Rory McIlroy,2023,389,475,Fairway
Rory McIlroy,2023,18,37,Bunker
Russell Henley,2023,120,271,Other
Russell Henley,2023,679,852,Fairway
Russell Henley,2023,25,51,Bunker
Russell Knox,2023,293,517,Other
Russell Knox,2023,811,995,Fairway
Russell Knox,2023,35,75,Bunker
Ryan Armour,2023,185,331,Other
Ryan Armour,2023,698,908,Fairway
Ryan Armour,2023,13,38,Bunker
Ryan Brehm,2023,306,559,Other
Ryan Brehm,2023,445,589,Fairway
Ryan Brehm,2023,36,55,Bunker
Ryan Gerard,2023,175,313,Other
Ryan Gerard,2023,389,507,Fairway
Ryan Gerard,2023,19,40,Bunker
Ryan Moore,2023,163,304,Other
Ryan Moore,2023,648,813,Fairway
Ryan Moore,2023,21,42,Bunker
Ryan Palmer,2023,187,350,Other
Ryan Palmer,2023,547,683,Fairway
Ryan Palmer,2023,37,70,Bunker
S.H. Kim,2023,298,573,Other
S.H. Kim,2023,655,870,Fairway
S.H. Kim,2023,51,96,Bunker
S.Y. Noh,2023,211,405,Other
S.Y. Noh,2023,400,498,Fairway
S.Y. Noh,2023,25,44,Bunker
Sahith Theegala,2023,315,617,Other
Sahith Theegala,2023,620,779,Fairway
Sahith Theegala,2023,35,78,Bunker
Sam Burns,2023,208,431,Other
Sam Burns,2023,507,638,Fairway
Sam Burns,2023,20,58,Bunker
Sam Ryder,2023,297,579,Other
Sam Ryder,2023,691,879,Fairway
Sam Ryder,2023,50,82,Bunker
Sam Stevens,2023,332,569,Other
Sam Stevens,2023,648,819,Fairway
Sam Stevens,2023,41,81,Bunker
Satoshi Kodaira,2023,126,224,Other
Satoshi Kodaira,2023,480,617,Fairway
Satoshi Kodaira,2023,12,28,Bunker
Scott Harrington,2023,276,483,Other
Scott Harrington,2023,460,588,Fairway
Scott Harrington,2023,20,44,Bunker
Scott Piercy,2023,259,484,Other
Scott Piercy,2023,625,833,Fairway
Scott Piercy,2023,29,64,Bunker
Scott Stallings,2023,231,458,Other
Scott Stallings,2023,517,660,Fairway
Scott Stallings,2023,27,53,Bunker
Scottie Scheffler,2023,247,416,Other
Scottie Scheffler,2023,657,760,Fairway
Scottie Scheffler,2023,28,48,Bunker
Seamus Power,2023,215,391,Other
Seamus Power,2023,498,675,Fairway
Seamus Power,2023,47,83,Bunker
Sean O'Hair,2023,147,251,Other
Sean O'Hair,2023,333,451,Fairway
Sean O'Hair,2023,14,21,Bunker
Sepp Straka,2023,209,405,Other
Sepp Straka,2023,667,828,Fairway
Sepp Straka,2023,16,51,Bunker
Shane Lowry,2023,123,247,Other
Shane Lowry,2023,419,553,Fairway
Shane Lowry,2023,34,64,Bunker
Si Woo Kim,2023,168,359,Other
Si Woo Kim,2023,713,941,Fairway
Si Woo Kim,2023,37,88,Bunker
Stephan Jaeger,2023,354,621,Other
Stephan Jaeger,2023,808,979,Fairway
Stephan Jaeger,2023,59,92,Bunker
Stewart Cink,2023,249,466,Other
Stewart Cink,2023,456,586,Fairway
Stewart Cink,2023,36,60,Bunker
Sung Kang,2023,167,311,Other
Sung Kang,2023,292,358,Fairway
Sung Kang,2023,9,18,Bunker
Sungjae Im,2023,222,456,Other
Sungjae Im,2023,709,912,Fairway
Sungjae Im,2023,37,80,Bunker
Tano Goya,2023,271,441,Other
Tano Goya,2023,601,770,Fairway
Tano Goya,2023,22,40,Bunker
Taylor Montgomery,2023,270,557,Other
Taylor Montgomery,2023,590,771,Fairway
Taylor Montgomery,2023,43,88,Bunker
Taylor Moore,2023,258,528,Other
Taylor Moore,2023,600,781,Fairway
Taylor Moore,2023,42,88,Bunker
Taylor Pendrith,2023,301,540,Other
Taylor Pendrith,2023,630,767,Fairway
Taylor Pendrith,2023,42,72,Bunker
Thomas Detry,2023,276,519,Other
Thomas Detry,2023,614,796,Fairway
Thomas Detry,2023,26,62,Bunker
Tom Hoge,2023,267,501,Other
Tom Hoge,2023,678,855,Fairway
Tom Hoge,2023,37,89,Bunker
